feature_set,train_size,ansatz,encoding,accuracy,f1,auc,precision,recall,TPR,FPR,TP,TN,FP,FN,threshold,best_epoch,validation_accuracy,validation_f1,validation_auc
ica4,5000,custom_ansatz_1,rz_embedding,0.7335,0.8462647822324777,0.5104174260241895,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,7,0.733,0.845931909982689,0.5060650653259143
ica4,5000,EfficientSU2_like,rz_embedding,0.7335,0.8462647822324777,0.509245937197456,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,7,0.733,0.845931909982689,0.4974630960957739
ica4,5000,Real_Amplitude_like,rz_embedding,0.7335,0.8462647822324777,0.5059981251063101,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,6,0.733,0.845931909982689,0.4962827843095175
pca4,5000,custom_ansatz_1,rz_embedding,0.7335,0.8462647822324777,0.501076848899683,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,7,0.733,0.845931909982689,0.4932911282452187
pca4,5000,EfficientSU2_like,rz_embedding,0.7335,0.8462647822324777,0.5007161940425445,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,7,0.733,0.845931909982689,0.4920316180490621
xgb_pca4,5000,Real_Amplitude_like,rz_embedding,0.7335,0.8462647822324777,0.4971633600243506,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,6,0.733,0.845931909982689,0.4844490089979613
autoencoder,5000,Real_Amplitude_like,rz_embedding,0.7335,0.8462647822324777,0.4966287723283085,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,6,0.733,0.845931909982689,0.491643290361809
pca4,5000,Real_Amplitude_like,rz_embedding,0.7335,0.8462647822324777,0.4952654458116078,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,6,0.733,0.845931909982689,0.4924378292482282
autoencoder,5000,EfficientSU2_like,rz_embedding,0.7335,0.8462647822324777,0.4885133985837262,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,7,0.733,0.845931909982689,0.4961371614267976
autoencoder,5000,strongly_entangling,rz_embedding,0.7335,0.8462647822324777,0.4883452208755216,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,8,0.733,0.845931909982689,0.5031832651205093
xgb_pca4,5000,custom_ansatz_1,rz_embedding,0.7335,0.8462647822324777,0.487621992784345,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,7,0.733,0.845931909982689,0.4427063374056645
