feature_set,train_size,ansatz,encoding,sigma_noise,n_params,elapsed_s,gpu_id,sigma_epi_mean,sigma_epi_std,entropy_mean,entropy_std,vr_mean,ece,deploy_coverage
autoencoder,5000,Real_Amplitude_like,IQP_style_encoding,0.0701401490717369,12,18.8,3,0.0165397996961401,0.005462827015134,0.9690339154594326,0.0453945967586446,0.0306999999999999,0.3509370027815302,0.755
autoencoder,5000,Real_Amplitude_like,Custom_H_RY_RZ,0.065649762332174,12,16.9,2,0.0223003534446608,0.001547032254741,0.9869609928162724,0.0180629199472984,0.2463333333333333,0.3450881844180325,0.7665
autoencoder,5000,custom_ansatz_1,IQP_style_encoding,0.0735598406683993,16,20.0,1,0.0173685973077959,0.0036754348470471,0.9650299960471834,0.0380261454210845,0.0407333333333333,0.3214277038067579,0.817
autoencoder,5000,EfficientSU2_like,ZZ_Feature_Map_style,0.0999237930243363,24,21.8,1,0.0594356156580849,0.0140445746921853,0.917156569139208,0.0638864030079613,0.0624666666666666,0.254663250100861,0.8845
autoencoder,5000,EfficientSU2_like,Amplitude_Embedding,0.0493021978893467,24,15.1,3,0.0132384309357673,0.0005519407303853,0.9985282130696752,0.0094644092905341,0.1753333333333333,0.4028442103356123,0.0
autoencoder,5000,strongly_entangling,ZZ_Feature_Map_style,0.089018601043007,24,18.8,3,0.0280619055216061,0.0036556100669188,0.9770637678674,0.0163726677591659,0.1056666666666666,0.3117315931680302,0.7485
autoencoder,5000,Real_Amplitude_like,RX_Angle_Encoding,0.0374768836441205,12,13.7,3,0.0081259241510972,0.0008531169806186,0.9977168043464792,0.0056624734730932,0.2210333333333333,0.3588961092454691,0.659
ica4,5000,Real_Amplitude_like,IQP_style_encoding,0.0678906663877034,12,19.9,2,0.0240944643039005,0.0023409710060215,0.9856333266470982,0.0159405073033208,0.0503333333333333,0.3344210053309798,0.8035
ica4,5000,EfficientSU2_like,ZZ_Feature_Map_style,0.0885885953548289,24,21.6,1,0.0292354674793469,0.0056899346383242,0.8996755185014169,0.0726735025520983,0.0276166666666666,0.2293424341268836,0.713
pca4,5000,custom_ansatz_1,RY_Angle_Encoding,0.0605611918358024,16,13.7,3,0.0221441031558755,0.0037746085942414,0.9979074944714909,0.008522250399121,0.3009333333333333,0.2679571408932407,0.0025
xgb_pca4,5000,EfficientSU2_like,RX_Angle_Encoding,0.0373462717445855,24,15.1,3,0.0083663693361457,0.0007750708783792,0.998509464987762,0.0135204597796981,0.1325,0.386181252001226,0.6605
ica4,5000,EfficientSU2_like,Custom_H_RY_RZ,0.0717079717169411,24,17.6,3,0.057598255174531,0.0045725350667638,0.9826408925312096,0.0207204584417152,0.1292333333333332,0.3168306734591722,0.7635
xgb_pca4,5000,Real_Amplitude_like,ZZ_Feature_Map_style,0.1073892100735475,12,19.5,3,0.0345748841376476,0.004620646512692,0.9991199008737676,0.0007623530534947,0.0705999999999999,0.3087319134304921,0.462
pca4,5000,EfficientSU2_like,RX_Angle_Encoding,0.0428842039215042,24,15.1,1,0.009237616794316,0.0012307184782444,0.9983647137323398,0.0088024001954975,0.0869166666666666,0.3649876189420621,0.6635
xgb_pca4,5000,strongly_entangling,ZZ_Feature_Map_style,0.1256197147973169,24,18.6,2,0.0423298500299561,0.0089803175833401,0.8206135750011885,0.117299612956299,0.0453499999999999,0.1876046966555218,0.6825
ica4,5000,custom_ansatz_1,ZZ_Feature_Map_style,0.0816971109836792,16,20.4,2,0.0230809414758507,0.0021835545961547,0.9676950820426709,0.0285704269133222,0.0226,0.2851045272173981,0.727
xgb_pca4,5000,custom_ansatz_1,Custom_H_RY_RZ,0.0683057646878776,16,15.1,0,0.0173673540573965,0.0040366094346235,0.998741811543328,0.0026069550152359,0.0010166666666666,0.2481620827128489,0.0
ica4,5000,Real_Amplitude_like,ZZ_Feature_Map_style,0.1060617213807291,12,19.8,3,0.0502843734566157,0.009756559278903,0.9282700967425428,0.0631618722399367,0.0916333333333333,0.2648758418309191,0.5855
pca4,5000,Real_Amplitude_like,IQP_style_encoding,0.0638381450898915,12,19.1,3,0.0226701394110998,0.001163777960501,0.9793192536006464,0.0215383494306331,0.02785,0.309127094378074,0.737
xgb_pca4,5000,custom_ansatz_1,ZZ_Feature_Map_style,0.1058676345925669,16,19.8,2,0.0412412332731392,0.0063572108908341,0.992671120419598,0.0054083539343749,0.12605,0.2674820062682033,0.439
xgb_pca4,5000,strongly_entangling,IQP_style_encoding,0.0580385371460535,24,17.7,0,0.0124081367176175,0.0008983056368982,0.9998702178535346,9.518877359534825e-05,0.0770999999999999,0.2398723879079024,0.0025
ica4,5000,custom_ansatz_1,IQP_style_encoding,0.0679010272644216,16,20.4,0,0.0182668992538938,0.0036988643942336,0.9824212674089454,0.0350159540204413,0.0585999999999999,0.3219216357797383,0.0
